,,,,,,,,,,,,,,,,,,,,,
Start,Start Country,Start Lat,Start Long,End,End Country,End Lat,End Long,Year, Price , lower bound , upper bound ,CCY, USD equiv , USD equiv avg ,1 person?,Nationality of Migrant,Nationality of Smuggler,Service,Via,Source,Comment
Libya,Libya,,,Italy,Italy,,,2003,,  500 ,  800 ,USD, 500-800 ,  650 ,TRUE,,,Boat,,"UNHCR, 2007, http://www.unhcr.org/49e479ca0.pdf",Price for Francophone sub-Saharan Africans
Libya,Libya,,,Italy,Italy,,,2003,,  500 ,"  1,200 ",USD, 500-1200 ,  850 ,TRUE,,,Boat,,"UNHCR, 2007, http://www.unhcr.org/49e479ca0.pdf",Price for Anglophone sub-Saharan Africans
Libya,Libya,,,Italy,Italy,,,2015,  800 ,,,EUR,  890 ,  890 ,TRUE,Chadian,,Boat,,"Mediapart, 1 July 2015, http://www.mediapart.fr/portfolios/nousra-et-naim-ont-traverse-les-alpes-pied",Price per person for 2 17-year-old Chadian girls
Libya,Libya,,,Italy,Italy,,,2015,"  3,000 ",,,USD,"  3,000 ","  3,000 ",TRUE,Sudanese,,Boat,,"Buzzfeed, 29 June 2015, http://www.buzzfeed.com/sirajdatoo/migrants-in-calais-their-story-their-words#.huPw7xaYd",Price for a Sudanese man
Libya,Libya,,,Italy,Italy,,,2015,,  500 ,"  1,000 ",LYD, 360-720 ,  540 ,TRUE,,,Boat,,"Europe1, 21 April 2015, http://www.europe1.fr/international/migrants-en-mediterranee-comment-le-chalutier-a-chavire-2433949","Price for Eritreans, Syrians, and Somalis"
Libya,Libya,,,Italy,Italy,,,2014,"  1,200 ",,,LYD,  960 ,  960 ,TRUE,Sudanese,,Boat,,"Libération (France), 17 June 2015, http://www.liberation.fr/societe/2015/06/17/de-la-syrie-a-paris_1331909",Price for a Sudanese man
Libya,Libya,,,Italy,Italy,,,2014,"  2,000 ",,,EUR,"  2,220 ","  2,220 ",TRUE,Sudanese,,Boat,,"Corriere della Sera, 7 July 2015, http://corrieredelmezzogiorno.corriere.it/napoli/cronaca/15_luglio_07/viaggio-albergo-immigrati-47945b18-248c-11e5-b87f-5200726ba602.shtml",
Libya,Libya,,,Italy,Italy,,,2006,"  1,000 ",,,USD,"  1,000 ","  1,000 ",TRUE,,,Boat,,"Serge Daniel, Les Routes Clandestines, 2008",Zodiac
Libya,Libya,,,Italy,Italy,,,2004,  800 ,,,USD,  800 ,  800 ,TRUE,Somali,,Boat,,"Sarah Hamood, 2006, http://www.aucegypt.edu/GAPP/cmrs/reports/Documents/African_Transit_Migration_through_Libya_-_Jan_2006_000.pdf",Price per person for a Somali woman and some relatives
Libya,Libya,,,Italy,Italy,,,2003,"  1,000 ",,,USD,"  1,000 ","  1,000 ",TRUE,,,Boat,Turkey,"Sarah Hamood, 2006, http://www.aucegypt.edu/GAPP/cmrs/reports/Documents/African_Transit_Migration_through_Libya_-_Jan_2006_000.pdf","Via Turkey. ""Commercial boat"""
Libya,Libya,,,Italy,Italy,,,2007,  500 ,,,GBP,"  1,000 ","  1,000 ",TRUE,,,Boat,,"Matthew Carr, Fortress Europe, 2012",
Malta,Malta,,,Italy,Italy,,,2013,"  1,100 ",,,USD,"  1,100 ","  1,100 ",TRUE,,,Boat,,"RMMS, 2014, http://www.regionalmms.org/fileadmin/content/rmms_publications/Going_West_migration_trends_Libya___Europe_final.pdf",Price for migrants who want to get smuggled out of Malta
Mersin,Turkey,,,Italy,Italy,,,2014,"  6,000 ",,,EUR,"  8,000 ","  8,000 ",TRUE,,,Boat,,https://www.facebook.com/europe.travel.from.turkey/timeline,Human smugglers ad on facebook 12/31/14
Mersin,Turkey,,,Italy,Italy,,,2014,"  5,000 ",,,EUR,"  6,670 ","  6,670 ",TRUE,,,Boat,,https://www.facebook.com/europe.travel.from.turkey/timeline,Human smugglers ad on facebook 12/31/14
Mersin,Turkey,,,Italy,Italy,,,2015,,"  4,000 ","  6,000 ",USD, 4000-6000 ,"  5,000 ",TRUE,Syrian,,Boat,,"New York Times, 6 February 2015, http://www.nytimes.com/2015/02/06/world/europe/promise-of-europe-lures-syrian-refugees-and-smugglers-to-turkish-coast.html",Advertised on Facebook
Mersin,Turkey,,,Italy,Italy,,,2014,"  4,000 ",,,USD,"  4,000 ","  4,000 ",TRUE,Syrian,,Boat,,"The Daily Beast, 14 December 2014, http://www.thedailybeast.com/articles/2014/12/14/inside-the-smuggling-networks-flooding-europe-with-refugees.html",Price for Syrians
Mersin,Turkey,,,Italy,Italy,,,2014,"  6,000 ",,,USD,"  6,000 ","  6,000 ",TRUE,Syrian,,Boat,,"Open Society Foundations, 26 June 2015, http://www.opensocietyfoundations.org/voices/europe-s-migration-crossing-points-captured-six-films#turkey",Price for a Syrian
Mersin,Turkey,,,Italy,Italy,,,2015,"  5,000 ",,,USD,"  5,000 ","  5,000 ",TRUE,Syrian,,Boat,,"BBC News, 25 July 2015, http://www.bbc.com/news/magazine-33640691",
Mersin,Turkey,,,Italy,Italy,,,2015,"  20,000 ",,,USD,"  20,000 ","  20,000 ",FALSE,Syrian,,Boat,,"BBC News, 25 July 2015, http://www.bbc.com/news/magazine-33640691",Price for a family of seven
Misrata,Libya,,,Italy,Italy,,,2013,"  1,300 ",,,USD,"  1,300 ","  1,300 ",TRUE,Syrian,,Overland and boat,Zuwara,"Amnesty International, 2014, http://www.amnesty.ch/de/themen/asyl-migration/europa/dok/2014/verantwortung-fuer-fluechtlinge-in-seenot/bericht-lives-adrift-refugees-and-migrants-in-peril-in-the-central-mediterranean-.-september-2014.-88-seiten","Price per person for two Syrians going from Misrata to Italy (car to Zuwara, then boat)"
Misrata,Libya,,,Italy,Italy,,,2015,  600 ,,,USD,  600 ,  600 ,TRUE,Somali,,Boat,,"Le Monde, 18 April 2015, http://www.lemonde.fr/international/article/2015/04/18/la-libye-bombe-migratoire-au-sud-de-l-europe_4618544_3210.html",Prices for Somalis. Zodiac
Misrata,Libya,,,Italy,Italy,,,2015,"  1,000 ",,,LYD,  720 ,  720 ,TRUE,Nigerian,,Boat,,"Migrant Report, 17 June 2015, http://migrantreport.org/hello-i-have-a-big-problem-but-im-alive/",Price for a Nigerian man. Rubber boat
Morocco,Morocco,,,Italy,Italy,,,2008,"  4,000 ",,,EUR,"  6,350 ","  6,350 ",TRUE,Moroccan,,"Overland, boat, and plane","Casablanca, Tripoli",http://www.unodc.org/documents/human-trafficking/Migrant_smuggling_in_North_Africa_June_2010_ebook_E_09-87293.pdf," Source: Paola Monzini. Senior Consultant presso International Centre for Migration Policy Development (ICMPD). Combined trip from Morocco that includes transport by car to Casablanca airport, the flight to Tripoli and transport by car to the departure point in the Libyan Arab Jamahiriya"
Morocco,Morocco,,,Italy,Italy,,,2006,"  2,000 ",,,EUR,"  2,500 ","  2,500 ",TRUE,Moroccan,,Overland and boat,Libya,"Anna Triandafyllidou and Thanos Maroukis, 2013, Migrant Smuggling: Irregular Migration from Asia and Africa to Europe","Price for Moroccan immigrants: overland to Libya, then boat"
Mytilene,Greece,,,Italy,Italy,,,2015,"  3,000 ",,,EUR,"  3,330 ","  3,330 ",TRUE,Afghan,,Boat,,"IRMA, 2015, http://irma.eliamep.gr/wp-content/uploads/2013/04/IRMA-Case-Study_Afghanistan-EN.pdf",Price for an Afghan
North Africa,North Africa,,,Italy,Italy,,,2014,,"  1,500 ","  3,000 ",USD, 1500-3000 ,"  2,250 ",TRUE,,,Boat,,"Di Nicola and Musumeci, Confessioni di un Traficante di Uomini, 2014",
Patras,Greece,,,Italy,Italy,,,2006,,"  1,000 ","  2,000 ",USD, 1000-2000 ,"  1,500 ",TRUE,Iraqi Kurd,,Boat,,"Antonopolous and Winterdyk, 2006, http://tees.openrepository.com/tees/bitstream/10149/58466/5/58466.pdf","To Bari, Brindisi, or Ancona"
Patras,Greece,,,Italy,Italy,,,2006,,"  1,000 ","  2,000 ",USD, 1000-2000 ,"  1,500 ",TRUE,Iraqi Kurd,,Overland,Albania,"Antonopolous and Winterdyk, 2006, http://tees.openrepository.com/tees/bitstream/10149/58466/5/58466.pdf",Via Albania
Patras,Greece,,,Italy,Italy,,,2015,"  1,000 ",,,EUR,"  1,110 ","  1,110 ",TRUE,,,Boat,,"Le Monde, 15 May 2015, http://www.lemonde.fr/europe/visuel/2015/05/15/a-athenes-les-migrants-et-les-passeurs_4631927_3214.html",
Tripoli,Libya,,,Italy,Italy,,,2014,"  400,000 ",,,XAF,  830 ,  830 ,TRUE,,,Unknown,,https://www.youtube.com/watch?v=opbSFGlAefQ,
Sabha,Libya,,,Italy,Italy,,,2012,"  3,500 ",,,USD,"  3,500 ","  3,500 ",TRUE,Eritrean,,Overland and boat,,"Van Reisen et al, Human Trafficking Cycle: Sinai and Beyond, December 2013","Price includes release from Sabha prison, transportation to the coast, and boat to Lampedusa"
Senegal,Senegal,,,Italy,Italy,,,2015,"  2,130 ",,,USD,"  2,130 ","  2,130 ",TRUE,Senegalese,,Overland and boat,"Mali, Burkina Faso, Niger, Libya","Time Magazine, 20 April 2015, http://time.com/3829078/mediterranean-migrant-boat-senegal-story/","Price for 28-year-old Senegalese man traveling alone. Via Mali, Burkina Faso, and Niger."
Senegal,Senegal,,,Italy,Italy,,,2007,"  7,250 ",,,USD,"  7,250 ","  7,250 ",TRUE,Senegalese,,Plane,,"Anaik Pian, 2011, http://remi.revues.org/5530",Price for Senegalese
Serbia,Serbia,,,Italy,Italy,,,2015,"  1,500 ",,,EUR,"  1,670 ","  1,670 ",TRUE,Syrian,,Truck,,"Libération (France), 17 June 2015, http://www.liberation.fr/societe/2015/06/17/de-la-syrie-a-paris_1331909",
Slovakia,Slovakia,,,Italy,Italy,,,2010,,"  1,000 ","  2,500 ",EUR, 1250-3130 ,"  2,190 ",TRUE,,,Overland,,"ICMPD Yearbook 2010, http://www.icmpd.org/fileadmin/ICMPD-Website/ICMPD_General/Publications/2014/ICMPD_Yearbook2010_A5_final.pdf",
Slovakia,Slovakia,,,Italy,Italy,,,2009,,"  1,000 ","  2,500 ",EUR, 1410-3520 ,"  2,465 ",TRUE,,,Overland,,"ICMPD Yearbook 2009, 2011, http://www.icmpd.org/fileadmin/ICMPD-Website/ICMPD_General/Publications/2011/ICMPD_Yearbook2009.pdf",
Slovakia,Slovakia,,,Italy,Italy,,,2008,,"  3,000 ","  5,000 ",USD, 3000-5000 ,"  4,000 ",TRUE,,,Overland,,"ICMPD Yearbook 2008, 2010, http://www.icmpd.org/fileadmin/ICMPD-Website/ICMPD_General/Publications/2010/ICMPD-Yearbook-of-Illegal-Migration-in-2008-with_cover.pdf",Price for people who have claimed asylum in Slovakia
Somalia,Somalia,,,Italy,Italy,,,2013,"  15,000 ",,,USD,"  15,000 ","  15,000 ",TRUE,Somali,,Overland,"Ethiopia, Sudan, Somalia, Ethiopia, Sudan, Libya","RMMS, 2014, http://www.regionalmms.org/fileadmin/content/rmms_publications/Going_West_migration_trends_Libya___Europe_final.pdf",Somalia to Ethiopia to Sudan to Somalia (arrested) to Ethiopia to Sudan to Libya to Italy
Sudan,Sudan,,,Italy,Italy,,,2015,"  2,500 ",,,USD,"  2,500 ","  2,500 ",TRUE,,,Boat,Libya,"Daniel Adamson, 13 May 2015, http://www.bbc.com/news/magazine-32707346",Facebook-advertised price for Sudan-Italy journey via Libya. Wooden boat
Syria,Syria,,,Italy,Italy,,,2014,"  7,000 ",,,EUR,"  9,330 ","  9,330 ",TRUE,Syrian,,Unknown,,http://www.spiegel.de/spiegel/print/d-130458649.html,
Syria,Syria,,,Italy,Italy,,,2014,"  7,000 ",,,EUR,"  9,330 ","  9,330 ",TRUE,Syrian,,Unknown,,Spiegel 48 / 2014,Costs per person
Syria,Syria,,,Italy,Italy,,,2014,,"  1,500 ","  3,000 ",USD, 1500-3000 ,"  2,250 ",TRUE,Syrian,,Overland and boat,,"Save the Children, 1 June 2014, http://www.savethechildren.de/fileadmin/Dokumente_Download/SC_report_The_boat_is_safe_and_other_lies.pdf","Price for entire journey from Syria to Italy, not just boat part"
Syria,Syria,,,Italy,Italy,,,2014,"  4,000 ",,,EUR,"  5,330 ","  5,330 ",TRUE,Syrian,,Boat,Thessaloniki,"Save the Children, 1 June 2014, http://www.savethechildren.de/fileadmin/Dokumente_Download/SC_report_The_boat_is_safe_and_other_lies.pdf","Price for a Syrian to go from Aleppo to Italy, via Thessaloniki, Greece"
Syria,Syria,,,Italy,Italy,,,2015,"  6,000 ",,,USD,"  6,000 ","  6,000 ",FALSE,Syrian,,Boat,,"La Repubblica, 9 June 2015, http://video.repubblica.it/dossier/immigrati-2015/milano-centinaia-i-profughi-in-stazione-centrale-direzione-germania/203757/202834?ref=search",Price for a family including wife and children
Tripoli,Libya,,,Italy,Italy,,,2014,"  4,000 ",,,USD,"  4,000 ","  4,000 ",TRUE,,,Unknown,,http://www.globalinitiative.net/download/global-initiative/Global%20Initiative%20-%20Migration%20from%20Africa%20to%20Europe%20-%20May%202014.pdf,"In installments, 2000 downpayment, rest upon arival"
Tripoli,Libya,,,Italy,Italy,,,2014,  800 ,,,USD,  800 ,  800 ,TRUE,Beninois,,Unknown,,http://www.globalinitiative.net/download/global-initiative/Global%20Initiative%20-%20Migration%20from%20Africa%20to%20Europe%20-%20May%202014.pdf,
Tripoli,Libya,,,Italy,Italy,,,2014,"  1,000 ",,,EUR,"  1,333 ","  1,333 ",TRUE,,,Unknown,,http://www.youtube.com/watch?v=j0clSt6MvZM&list=TLCNmsq21rI9KBd0gUs8QHAo6Psfqj130X,
Tripoli,Libya,,,Italy,Italy,,,2015,"  1,800 ",,,USD,"  1,800 ","  1,800 ",TRUE,,,Boat,,http://www.naharnet.com/stories/en/167345-new-migrant-alert-in-med-days-after-hundreds-died,
Tripoli,Libya,,,Italy,Italy,,,2015,  800 ,,,USD,  800 ,  800 ,TRUE,,,Boat,,http://www.lemonde.fr/europe/article/2015/02/12/des-centaines-de-migrants-en-provenance-de-libye-disparus-au-large-de-l-ile-de-lampedusa_4574788_3214.html,
Tripoli,Libya,,,Italy,Italy,,,2013,,"  1,200 ","  2,500 ",USD, 1200-2500 ,"  1,850 ",TRUE,Ethiopian,,Unknown,,http://regionalmms.org/fileadmin/content/monthly%20summaries/series_booklet_Leo.pdf,
Tripoli,Libya,,,Italy,Italy,,,2012,"  5,000 ",,,USD,"  5,000 ","  5,000 ",TRUE,Ethiopian,,Unknown,,http://regionalmms.org/fileadmin/content/monthly%20summaries/series_booklet_Leo.pdf,
Tripoli,Libya,,,Italy,Italy,,,2014,  543 ,,,EUR,  724 ,  724 ,TRUE,Gambian,,Boat,,"BBC News, 23 April 2015, http://www.bbc.com/news/world-europe-32421238",Fishing boat. Per person for 2 people. Final stage of journey: Serekunda (Gambia)-->Bamako-->Benin City (Nigeria)-->Agadez-->Qatrun-->Sabha-->Tripoli-->Sicily
Tripoli,Libya,,,Italy,Italy,,,2014,"  1,000 ",,,USD,"  1,000 ","  1,000 ",TRUE,Ghanaian,,Boat,,"Amnesty International, 2014, http://www.amnesty.ch/de/themen/asyl-migration/europa/dok/2014/verantwortung-fuer-fluechtlinge-in-seenot/bericht-lives-adrift-refugees-and-migrants-in-peril-in-the-central-mediterranean-.-september-2014.-88-seiten",Ghanaian. Final stage of journey: Accra-->Togo-->Burkina-->Agadez-->Dirkou (Niger)-->Qatroun (Libya)-->Sebha-->Tripoli-->Italy
Tripoli,Libya,,,Italy,Italy,,,2015,,  330 ,  600 ,EUR, 370-670 ,  520 ,TRUE,,,Boat,,"TV5Monde, 23 April 2015, http://information.tv5monde.com/info/migrants-le-marche-juteux-des-passeurs-29654","Prices for people on the boat that sank and killed 800+ in April, according to arrested traffickers"
Tripoli,Libya,,,Italy,Italy,,,2014,,"  4,000 ","  5,000 ",USD, 4000-5000 ,"  4,500 ",TRUE,,,Overland and boat,,"TV5Monde, 23 April 2015, http://information.tv5monde.com/info/migrants-le-marche-juteux-des-passeurs-29654",Prices for passage from Libya to Italy and then escape from migrant reception centers in Italy
Tripoli,Libya,,,Italy,Italy,,,2015,,"  1,000 ","  1,500 ",USD, 1000-1500 ,"  1,250 ",TRUE,Syrian,,Boat,,"CNN, 29 April 2015, http://edition.cnn.com/videos/world/2015/04/29/pkg-paton-walsh-libya-human-smugglers.cnn",Price per person for Syrians
Tripoli,Libya,,,Italy,Italy,,,2013,"  1,000 ",,,USD,"  1,000 ","  1,000 ",TRUE,Eritrean,,Boat,,"Q Code Magazine, 12 December 2013, http://www.qcodemag.it/2013/12/12/carta-di-lampedusa-seconda-puntata/",Price per person for 22- and 25-year-old Eritreans
Tripoli,Libya,,,Italy,Italy,,,2015,  300 ,,,USD,  300 ,  300 ,TRUE,,,Boat,,"Deutsche Welle, 11 May 2015, http://www.dw.de/headed-for-europe-waylaid-in-libya/a-18443523",Price is for an overloaded rubber boat
Tripoli,Libya,,,Italy,Italy,,,2011,,"  1,200 ","  2,500 ",USD, 1200-2500 ,"  1,850 ",TRUE,,,Boat,,"RMMS, 2014, http://www.regionalmms.org/fileadmin/content/rmms_publications/Going_West_migration_trends_Libya___Europe_final.pdf",
Tripoli,Libya,,,Italy,Italy,,,2015,,  800 ,"  1,500 ",USD, 800-1500 ,"  1,150 ",TRUE,Libyan,,Boat,,"The National (UAE), 11 May 2015, http://www.thenational.ae/world/europe/war-deepens-libya-migrant-crisis",
Tripoli,Libya,,,Italy,Italy,,,2004,  175 ,,,USD,  175 ,  175 ,TRUE,Somali,,Boat,,"Sarah Hamood, 2006, http://www.aucegypt.edu/GAPP/cmrs/reports/Documents/African_Transit_Migration_through_Libya_-_Jan_2006_000.pdf",Price per person for a family of 4 Somalis
Tripoli,Libya,,,Italy,Italy,,,2015,"  5,000 ",,,USD,"  5,000 ","  5,000 ",FALSE,Sudanese,,Boat,,"New York Times, 20 July 2015, http://www.nytimes.com/2015/07/21/world/europe/migrants-journeys-stall-in-italy-near-the-french-border.html?smid=tw-share&_r=0",Price for a family of Sudanese
Tunisia,Tunisia,,,Italy,Italy,,,2014,,"  1,500 ","  2,500 ",EUR, 2000-3330 ,"  2,665 ",TRUE,,,Boat,,http://www.telegraph.co.uk/news/worldnews/europe/italy/10873194/200-for-a-life-jacket-refugees-speak-of-class-system-on-African-boats-bound-for-Europe.html,
Tunisia,Tunisia,,,Italy,Italy,,,2012,"  1,000 ",,,EUR,"  1,250 ","  1,250 ",TRUE,,,Boat,,"http://www.polityka.pl/tygodnikpolityka/swiat/1558935,1,imigracja---coraz-wiekszy-problem-swiatowy.read",Non-Tunisian
Tunisia,Tunisia,,,Italy,Italy,,,2012,  500 ,,,EUR,  625 ,  625 ,TRUE,Tunisian,,Boat,,"http://www.polityka.pl/tygodnikpolityka/swiat/1558935,1,imigracja---coraz-wiekszy-problem-swiatowy.read",For a child
Tunisia,Tunisia,,,Italy,Italy,,,2012,  800 ,,,EUR,"  1,000 ","  1,000 ",TRUE,Tunisian,,Boat,,"http://www.polityka.pl/tygodnikpolityka/swiat/1558935,1,imigracja---coraz-wiekszy-problem-swiatowy.read",
Tunisia,Tunisia,,,Italy,Italy,,,2004,,  700 ,"  1,500 ",EUR, 840-1800 ,"  1,320 ",TRUE,,,Unknown,,https://www.bfm.admin.ch/dam/data/bfm/publiservice/service/forschung/illegale_migrationpublic.pdf,p. 6
Tunisia,Tunisia,,,Italy,Italy,,,2014,"  1,000 ",,,USD,"  1,000 ","  1,000 ",TRUE,Syrian,,Overland,,"The Guardian, 20 October 2014, http://www.theguardian.com/world/2014/oct/20/-sp-migrants-tales-asylum-sea-mediterranean",Syrian woman from Yarmouk Damascus. She was robbed in the mountains and ended up back in tunisia to try again.
Tunisia,Tunisia,,,Italy,Italy,,,2014,"  2,000 ",,,USD,"  2,000 ","  2,000 ",TRUE,Syrian,,Overland and boat,"Tunisia, Algeria, Zuwara","The Guardian, 20 October 2014, http://www.theguardian.com/world/2014/oct/20/-sp-migrants-tales-asylum-sea-mediterranean","Syrian woman from Yarmouk second attempt. She made it through Tunisia and Algeria to Zuwara, and then got onto a fishing boat, which sank."
Tunisia,Tunisia,,,Italy,Italy,,,2011,,  750 ,"  1,000 ",EUR, 1070-1420 ,"  1,245 ",TRUE,Tunisian,,Boat,,"INHESJ, February 2013, http://www.inhesj.fr/sites/default/files/trafic_illicite_de_migrants_v2.pdf",Price for Tunisians
Tunisia,Tunisia,,,Italy,Italy,,,2011,,  700 ,"  1,400 ",EUR, 1000-2000 ,"  1,500 ",TRUE,Tunisian,,Boat,,"Anna Triandafyllidou and Thanos Maroukis, 2013, Migrant Smuggling: Irregular Migration from Asia and Africa to Europe","Price for Tunisians leaving from Zarzis, Djerba, and Kerkenna islands"
Tunisia,Tunisia,,,Italy,Italy,,,2007,,"  1,300 ","  2,000 ",USD, 1300-2000 ,"  1,650 ",TRUE,Tunisian,Tunisian,Overland and boat,,"Anna Triandafyllidou and Thanos Maroukis, 2013, Migrant Smuggling: Irregular Migration from Asia and Africa to Europe",Price for Tunisians. They apparently avoid long waiting periods in Tripoli or Zuwara by working with Tunisian networks
Tunisia,Tunisia,,,Italy,Italy,,,2011,,  230 ,"  1,500 ",EUR, 330-2140 ,"  1,235 ",TRUE,,,Boat,,"Maegan Hendow, 2013, file:///C:/Users/Adam/Downloads/laws-02-00187.pdf",
Turkey,Turkey,,,Italy,Italy,,,2014,  800 ,,,EUR,"  1,070 ","  1,070 ",TRUE,Afghan,Afghan,Truck,,http://observers.france24.com/fr/content/20141120-est-jamais-perdants-passeur-devoile-trafic-migrants-syrie-l%E2%80%99europe,"Interview from Ahmad, an Afghan smugller settled in Ankara"
Turkey,Turkey,,,Italy,Italy,,,2015,"  5,320 ",,,USD,"  5,320 ","  5,320 ",TRUE,,,Unknown,,"Stern, February 26th 2015",Total transit costs
Turkey,Turkey,,,Italy,Italy,,,2015,"  2,500 ",,,USD,"  2,500 ","  2,500 ",TRUE,,,Boat,,"Süddeutsche Zeitung, April 25th 2015",Costs per person
Turkey,Turkey,,,Italy,Italy,,,2015,"  3,800 ",,,USD,"  3,800 ","  3,800 ",TRUE,,,Boat,Libya,"Daniel Adamson, 13 May 2015, http://www.bbc.com/news/magazine-32707346",Facebook-advertised price for Turkey-Italy journey via Libya. Wooden boat
Turkey,Turkey,,,Italy,Italy,,,2015,"  6,500 ",,,EUR,"  7,220 ","  7,220 ",TRUE,,,Boat,,"Gulf News, 10 May 2015, http://gulfnews.com/news/europe/italy/how-people-smugglers-are-using-facebook-to-lure-migrants-into-italy-trips-1.1508101","Facebook-advertised price for adults on ""cargo ship"" between Turkey and Italy"
Turkey,Turkey,,,Italy,Italy,,,2015,"  3,250 ",,,EUR,"  3,610 ","  3,610 ",TRUE,,,Boat,,"Gulf News, 10 May 2015, http://gulfnews.com/news/europe/italy/how-people-smugglers-are-using-facebook-to-lure-migrants-into-italy-trips-1.1508101","Facebook-advertised price for children on ""cargo ship"" between Turkey and Italy"
Turkey,Turkey,,,Italy,Italy,,,2015,"  5,500 ",,,USD,"  5,500 ","  5,500 ",TRUE,,,Boat,,"France24, 1 May 2015, http://observers.france24.com/content/20150501-what-smugglers-tell-migrants-europe-libya-turkey","Advertised on Facebook. ""Yacht"""
Turkey,Turkey,,,Italy,Italy,,,2014,,"  2,500 ","  5,000 ",USD, 2500-5000 ,"  3,750 ",TRUE,,,Unknown,,"Di Nicola and Musumeci, Confessioni di un Traficante di Uomini, 2014",
Turkey,Turkey,,,Italy,Italy,,,2015,"  6,000 ",,,USD,"  6,000 ","  6,000 ",TRUE,,,Boat,,"The National (UAE), 18 February 2015, http://www.thenational.ae/world/europe/the-guardian-angel-guiding-migrants-after-perilous-crossing#full",
Turkey,Turkey,,,Italy,Italy,,,2015,,"  5,000 ","  7,000 ",USD, 5000-7000 ,"  6,000 ",TRUE,Syrian,,Boat,,"RTBF, 5 January 2015, http://www.rtbf.be/info/monde/detail_cargos-poubelles-au-large-de-l-italie-la-nouvelle-technique-des-passeurs?id=8713903",
Turkey,Turkey,,,Italy,Italy,,,2015,"  7,000 ",,,USD,"  7,000 ","  7,000 ",TRUE,Afghan,,Boat,,"IRMA, 2015, http://irma.eliamep.gr/wp-content/uploads/2013/04/IRMA-Case-Study_Afghanistan-EN.pdf",Price for Afghans
Turkey,Turkey,,,Italy,Italy,,,2015,,"  4,000 ","  6,000 ",USD, 4000-6000 ,"  5,000 ",TRUE,Syrian,,Boat,,"Le Monde, 3 January 2015, http://www.lemonde.fr/europe/article/2015/01/03/personne-ne-pensait-s-en-sortir-vivant_4548839_3214.html",Price for a place on a cargo ship
